caption;created_at
Performa impresif dari Marc Marquez dan Francesco Pecco Bagnaia membawa Ducati Lenovo mengamankan gelar tim terbaik MotoGP 2025 di Sirkuit Mandalika Lombok Tengah Nusa Tenggara Barat Sabtu (4/10). https://t.co/icfnQCsPqt #MotoGP;2025-10-05 11.23.07
Marc Marquez Cedera Bahu Usai Tabrakan dengan Bezzecchi di MotoGP Mandalika 2025 Balapan Diwarnai Red Flag https://t.co/5cQ2hxP6mB;2025-10-05 11.22.53
Pembalap Red Bull KTM Tech3 Maverick Vinales memutuskan mundur dari MotoGP Indonesia karena kondisi cedera bahunya kian parah dan tidak memungkinkannya mengikuti balapan di Sirkuit Mandalika menyisakan 19 pembalap untuk memperebutkan gelar. https://t.co/fnw5FoGyJz #MotoGP;2025-10-05 11.21.57
@MotoGP @marcmarquez93 Nightmare in Mandalika ;2025-10-05 11.19.49
MotoGP Kembali ke Mandalika! 4 kali MotoGP di Mandalika 4 pebalap berbeda yang menjadi juara. Ini menunjukkan Seri MotoGP Mandalika di Pertamina Mandalika International Circuit begitu kompetitif bahkan Marc Marquez masih belum bisa menyelesaikan balapan di Seri Mandalika. https://t.co/h82ebIh1PN;2025-10-05 11.19.18
KONDISI Marc Marquez Usai Crash di MotoGP Mandalika 2025 Dokter: Alami Patah Tulang Selangka Kanan https://t.co/TGq3YjjXIP lewat @tribunnews;2025-10-05 11.18.49
Marc Marquez Retak Tulang Selangka Pasca Kecelakaan di MotoGP Mandalika 2025 https://t.co/lsmLPPPFM5;2025-10-05 11.15.48
Marc Marquez Ampuni Marco Bezzecchi meski Ditabrak hingga Cedera di MotoGP Mandalika 2025 https://t.co/Lei7414YwR;2025-10-05 11.12.01
@marcmarquez93 Marc Marquez Ampuni Marco Bezzecchi meski Ditabrak hingga Cedera di MotoGP Mandalika 2025 https://t.co/Lei7414YwR;2025-10-05 11.11.50
VIDEO: Marc Marquez Janji Tampil Maksimal di MotoGP Mandalika https://t.co/zfLI72tKB1;2025-10-05 11.11.31
Cedera di MotoGP Mandalika Marc Marquez Sudahi Musim 2025? https://t.co/kWohwqNFBX;2025-10-05 11.11.31
 I think that was the key to keeping my pace and concentration I didn't know he had crashed. Overtaking? I improved I learned from Bezzecchi in the Sprint. Yesterday I missed out on my https://t.co/S1DBXk5EDU #motogp #Mandalika #ferminaldeguer #GresiniRacing #MarcoBezzecchi;2025-10-05 11.09.34
@MotoGP @grok berapa total yang jatuh di race mandalika ini?;2025-10-05 10.54.50
MotoGP GP Indonesia 2025 Catat Rekor Pengunjung Sirkuit Mandalika Paling Banyak Dampak Ekonomi Tembus Rp 4 8 Triliun https://t.co/ASfjf69yNy;2025-10-05 10.54.21
Helikopter Basarnas Bolak-Balik Angkut Pembalap Cedera di MotoGP Mandalika https://t.co/6SLlUtHqcm;2025-10-05 10.54.16
Menpora bersama Erick Thohir dan Presiden Prabowo siap sukseskan MotoGP 2025 di Mandalika. #berita #olahraga #motogp #menpora #kemenpora https://t.co/GcxwEn2kM4;2025-10-05 10.53.05
Gratis dan Penuh Edukasi Pertamina MotoGP Experience Gallery Jadi Magnet di Sirkuit Mandalika https://t.co/BqbYl8O1K0;2025-10-05 10.52.35
MotoGP Mandalika 2025 Dongkrak Ekonomi NTB Okupansi Hotel Tembus 100% https://t.co/ZbBWnxgx9e;2025-10-05 10.51.29
Nasib sial Marc Marquez di Sirkuit Mandalika kembali berlanjut. Setelah empat tahun berturut-turut gagal finis di balapan utama juara dunia MotoGP 2025 itu kini dipastikan mengalami fraktur tulang selangka kanan akibat kecelakaan di lap pertama Grand Prix Indonesia Minggu https://t.co/JceWzVqIMp;2025-10-05 10.50.43
ICYMI: Marc Marquez has been diagnosed with a fractured right collarbone as well as some potential ligament damage after being taken out by Marco Bezzecchi at the Mandalika International Circuit. #MotoGP https://t.co/LL79s3xKAz;2025-10-05 10.49.53
Hasil Race MotoGP 2025 Seri Sirkuit Mandalika Indonesia 🇮🇩: 1. Fermin Aldeguer 🇪🇸 2. Pedro Acosta🇪🇸 3. Alex Marquez 🇪🇸 Fermin Aldeguer yang baru berusia 20 tahun berhasil meraih kemenangan di Mandalika. #MotoGP #IndonesianGP https://t.co/aedRixhUYW;2025-10-05 10.49.29
IndonesianGP: Fermin Aldeguer make history at Mandalika #MotoGP #IndonesianGP #FA54 #FerminAldeguer #Gresini #SNESports https://t.co/AtlaGt7rSF;2025-10-05 10.48.31
@jangan_dikepoin @MotoGP Padahal istilahnya dia jalan santai aja bisa https://t.co/g2eBe8GK6v malah ketabrak sama yg lain emang susah banget dia finish di Mandalika.;2025-10-05 10.47.19
Simak fakta-fakta MotoGP Mandalika pada slide berikut. https://t.co/I2ut1F7AuI;2025-10-05 10.46.56
Balapan MotoGP Mandalika 2025 yang baru saja rampung berjalan sengit! Bahkan balapan di Lombok Tengah NTB itu kembali melahirkan juara baru. #MotoGP2025 #SirkuitMandalika https://t.co/4jEvti2l7z;2025-10-05 10.46.55
Siagakan Ratusan Personel Basarnas Amankan MotoGP Mandalika 2025 Selengkapnya : https://t.co/d908NfN88j https://t.co/9k9j0vj5KK;2025-10-05 10.45.32
@kallwalt @marcmarquez93 Marc Márquez reigning MotoGP champ crashed on lap 1 of the Indonesian GP at Mandalika with Marco Bezzecchi. He suffered a right collarbone fracture but holds no grudge says it's racing. He's flying to Madrid for medical eval. The;2025-10-05 10.45.30
2025 MotoGP Constructor Championship After Round 18 - Mandalika 1 Ducati - 646 points 2 Aprilia - 308 points 3 KTM - 280 points 4 Honda - 236 points 5 Yamaha - 190 points;2025-10-05 10.45.04
Basarnas Mataram Tingkatkan Kesiapan Tiga Pembalap Dievakuasi Via Udara Selama MotoGP Mandalika 2025 Selengkapnya : https://t.co/TGhY2nnKBS https://t.co/PNWkGbNWEF;2025-10-05 10.42.47
@MotoGP Thx mandalika 🇮🇩;2025-10-05 10.40.19
Bisa lah hbs f1 ke motogp Mandalika @ dino nnti aku susul yank hbs itu aku ajak makan ayam mandi ;2025-10-05 10.39.26
ANTARA - ANTARA - Wamenpar: Perputaran uang di MotoGP Mandalika capai Rp4 8 triliun https://t.co/obrOeGclBz https://t.co/aQeKdmyaSm;2025-10-05 10.36.08
Jujurly circuitnya jelas lebih bersih dan rapi ketimbang awal lunching tapi kenapa ig gp mandalika komen nya selalu di apus2in?! Wkakakak.;2025-10-05 10.35.24
4-0 sama mandalika BELUM PERNAH FINISH ANJIRRR (trauma bgt liat dia retak gitu tulangnya);2025-10-05 10.34.57
 At that point at the edge of the track there is a kind of step Marco hit it and went very fast into the run-off. There it would be better to have asphalt than gravel. My race? It could have been another podium. https://t.co/37xLFLKYuY #motogp #Mandalika #honda #mir;2025-10-05 10.31.11
Aldeguer yang berusia 20 tahun 183 hari meraih kemenangan bersejarah usai tampil impresif di MotoGP Indonesia 2025 yang digelar di Sirkuit Mandalika Lombok Tengah Nusa Tenggara Barat Minggu. https://t.co/hTxlpZaT1A;2025-10-05 10.30.00
Antusiasme luar biasa MotoGP Indonesia 2025 di Mandalika membuat seluruh hotel diLombok penuh bahkan smpai kekurangan kamar Fenomena ini menunjukkan betapa bsar daya tarik MotoGP dlm mendatangkan wisatawan domestik maupun mancanegara sekaligus mendorong pertumbuhan ekonomi daerah https://t.co/o5XFu6NWKg;2025-10-05 10.29.01
@jatm2617 @marcmarquez93 Marc Márquez clinched the 2025 MotoGP World Championship in Japan recently. In today's Indonesian GP at Mandalika he crashed on lap 1 after a high-speed collision with Marco Bezzecchi fracturing his right collarbone. He's flying ;2025-10-05 10.28.08
No luck for Márquez as Mandalika proves brutal again With a fractured collarbone the #93 suffers a rare hit. #MotoGP #IndonesiaGP https://t.co/ThFSAIwafq;2025-10-05 10.25.13
Selama penyelenggaraan Motogp di Mandalika juaranya beda terus ya wkwk;2025-10-05 10.23.40
Hasil Race MotoGP Mandalika 2025 di Indonesia: Fermin Aldeguer Rookie Juara Marc Marquez Geger Otak https://t.co/FphXLVU8Un lewat @tribunnews;2025-10-05 10.23.31
Marc Marquez Maafkan Marco Bezzecchi Usai Tabrakan di MotoGP Mandalika 2025: Saya Juga Bisa Salah https://t.co/3pRj41y4QG;2025-10-05 10.23.08
Pebalap rookie Fermin Aldeguer tampil sebagai juara MotoGP Mandalika 2025 Minggu (5/10). Aldeguer meraih kemenangan pertamanya di kelas premier mengungguli Pedro Acosta dan Alex Marquez. Tambahan 25 poin bagi Aldeguer membuatnya kini mengoleksi 181 poin sementara Acosta https://t.co/1Cn0vaU9SH;2025-10-05 10.22.13
Marc Marquez kembali mendapatkan hasil buruk pada balapan MotoGP di Mandalika. Pada balapan utama pebalap Ducati ini mengalami kecelakaan pada lap pertama. #KompasBrief #AdadiKompas https://t.co/i1JjapD4LX;2025-10-05 10.21.16
Pertamina Angkat Potensi UMKM Lokal di Ajang MotoGP Mandalika 2025 https://t.co/yMXLoJfZz8;2025-10-05 10.20.27
Marc Marquez kembali mendapatkan hasil buruk pada balapan MotoGP di Mandalika. Pada balapan utama pebalap Ducati ini mengalami kecelakaan pada lap pertama. #KompasBrief #AdadiKompas https://t.co/ygMV9TcS1A;2025-10-05 10.20.25
MotoGP Mandalika 2025 tuntas. Sang rookie Fermin Aldeguer dari Gresini jadi juaranya! Disusul Pedro Acosta dan Alex Marquez yang lengkapi podium. https://t.co/v8bkTwwd3F;2025-10-05 10.19.38
Marc and Mandalika has no luck!;2025-10-05 10.19.15
Dampak Ekonomi MotoGP Indonesia 2025 di Mandalika Diperkirakan Tembus Rp4 8 Triliun https://t.co/Rnfntwcnng;2025-10-05 10.18.26
Marc Marquez kembali mendapatkan hasil buruk pada balap MotoGP di Mandalika. Pada balapan utama pebalap Ducati ini mengalami kecelakaan pada lap pertama. #Olahraga #AdadiKompas https://t.co/lkRjTeWraO;2025-10-05 10.17.44
Marc Marquez kembali mendapatkan hasil buruk pada balapan MotoGP di Mandalika. Pada balapan utama pebalap Ducati ini mengalami kecelakaan pada lap pertama. #KompasBrief #AdadiKompas https://t.co/yvwQNeZxGl;2025-10-05 10.17.37
@Dexerto tired. overused. https://t.co/viLRut7PnR;2025-10-05 10.15.58
@kirawontmiss he's tired https://t.co/viLRut7PnR;2025-10-05 10.15.41
Pagelaran MotoGP di Mandalika mencatatkan rekor penonton tertinggi. Sekitar 140.324 hadir secara langsung menyaksikan balapan di Lombok Mandalika. Kabar ini di unggah akun Twitter (X) resmi @motogp https://t.co/zllgXjuIhK;2025-10-05 10.15.33
MotoGP Mandalika 2025: Cedera Tulang Selangka Marc Marquez Langsung Pulang ke Madrid Malam Ini https://t.co/bF2KNy7IHA;2025-10-05 10.15.02
Drama menegangkan terjadi di MotoGP Indonesia 2025. Marc Marquez yang berharap bisa menyelesaikan balapan dengan sempurna di Sirkuit Mandalika Minggu (5/10/2025) justru berakhir dengan kekecewaan. Marquez yang memulai balapan dari posisi yang kurang ideal berusaha memacu https://t.co/VXJu5AB5B8;2025-10-05 10.14.28
Nasib sial Marc Marquez di Sirkuit Mandalika kembali berlanjut. Setelah empat tahun berturut-turut gagal finis di balapan utama juara dunia MotoGP 2025 itu kini dipastikan mengalami fraktur tulang selangka kanan akibat kecelakaan di lap pertama Grand Prix Indonesia Minggu https://t.co/02qaT9q6ZD;2025-10-05 10.13.49
Marc Marquez terjatuh di balapatan utama MotoGP Mandalika 2025. Dokter menyatakan Marquez kemungkinan mengalami fraktur tulang selangka. Baca di sini: https://t.co/dUjrk4uz7X / #MotoGP #MarcMarquez https://t.co/ao3DKbR6Iv;2025-10-05 10.13.45
Isack Hadjar in the middle of F1 race preparation walking into the paddock of #SingaporeGP while on his phone watching #IndonesianGP MotoGP race in Mandalika at afternoon. Formula 1 race in Singapore at night. Both are have the same time zone (UTC +8). I love this guy. Such a https://t.co/c4uKM7EmnL;2025-10-05 10.13.20
@Desmondchinaka @MotoGP The event is the Pertamina Grand Prix of Indonesia held at the Mandalika International Street Circuit in Lombok Indonesia.;2025-10-05 10.12.54
Kata-kata Fermin Aldeguer Usai Jadi Juara di MotoGP Mandalika 2025 https://t.co/ed7bbCVOR9;2025-10-05 10.11.26
Marc Marquez kembali mendapatkan hasil buruk pada balap MotoGP di Mandalika. Pada balapan utama pebalap Ducati ini mengalami kecelakaan pada lap pertama. #Olahraga #AdadiKompas https://t.co/3TwTXsLv9j;2025-10-05 10.09.35
"MotoGP 2025 Bukan Cuma Balapan! Mandalika Diserbu Wisatawan Hotel Penuh! Support konten kami dengan follow like &amp; share tq guys gbu all #MotoGP2025 #Mandalika #Lombok #WisataIndonesia https://t.co/fi70Wdmav2";2025-10-05 10.09.16
RESMI Marc Marquez Absen di MotoGP 2025 Kembali Naik Meja Operasi usai Crash Brutal di Mandalika? https://t.co/0aTbNabwHy lewat @tribunnews;2025-10-05 10.06.51
Mandalika is not for them;2025-10-05 10.06.14
Pembalap Ducati Lenovo Marc Marquez kembali gagal menaklukkan Sirkuit Mandalika di race utama MotoGP 2025 pada Minggu (5/10/2025). Marquez jatuh usai ditabrak Marco Bezzecchi di awal balapan. https://t.co/VnatCMMwuv;2025-10-05 10.04.22
Marc Marquez Sedih Setelah Cedera Patah Tulang Selangka Kanan: MotoGP Mandalika Sulit Marco Bezzecchi Sudah Minta Maaf https://t.co/AobFs7OfiD;2025-10-05 10.03.34
MOTOGP NEWS: BEZZECCHI BREAKS MARQUEZ'S COLLARBONE AFTER BREAKING MARTIN'S ALDEGUER WINS https://t.co/UKUlJmIzqH In a thrilling Indonesian Grand Prix at Mandalika Ducati rookie Fermin Aldeguer (pictured) aged 20 years and 183 days became the second-youngest MotoGP race winner;2025-10-05 10.03.06
Marc Marquez mengalami cedera bahu kanan akibat kecelakaan pada lap pertama balapan utama MotoGP di Mandalika. Ini musim keempat Marquez gagal finis di Mandalika. #Olahraga #AdadiKompas https://t.co/ueuWgrs2gu;2025-10-05 10.02.11
Lagi2 crash di mandalika;2025-10-05 10.00.39
MotoGP Mandalika 2025 Dongkrak Pertumbuhan Ekonomi Daerah dan Catat Penyelenggaraan Terbaik! Ajang Pertamina Grand Prix of Indonesia 2025 di Pertamina Mandalika International Circuit Lombok Tengah Nusa Tenggara Barat (NTB) mencatat rekor sebagai penyelenggaraan terbaik sejak https://t.co/3m3hJb149m;2025-10-05 10.00.00
kena kutukan ini orang coi dah 4 tahun Mandalika ada di kalender MotoGP tapi ngga pernah finish race sekalipun;2025-10-05 09.59.18
@sobbuah @MotoGP Justru itu fenomena yg sangat baik. Mandalika berhasil narik wisatawan luar. Gimana ini pola pikirnya?;2025-10-05 09.58.27
Kata-kata Marquez setelah Jatuh dan Cedera di MotoGP Mandalika 2025 https://t.co/wiOenAb4Ms;2025-10-05 09.58.26
Loh kata buzer 16% dan 24% Mandalika sepi;2025-10-05 09.57.07
menunggu Marquez bisa finish mandalika;2025-10-05 09.55.50
@wargakonoha12 @MotoGP 4 tahun mandalika 4 kali marc ga bisa selesain race;2025-10-05 09.55.25
CEO Aprilia Racing Massimo Rivola mengkonfirmasi Marco Bezzecchi sudah minta maaf kepada pembalap Ducati Lenovo Marc Marquez atas insiden yang melibatkan mereka berdua. Dalam balapan MotoGP Indonesia yang berlangsung di Sirkuit Mandalika Lombok Tengah Nusa Tenggara Barat https://t.co/Pl6uSdLAWL;2025-10-05 09.55.23
@MotoGP @marcmarquez93 kena sial setelah ketemu Wowo. Mandalika #IndonesianGP #MotoGP https://t.co/W0jEWsxFyt;2025-10-05 09.53.36
Gained an extra spot post race but P9 is nothing to write home about. We just have to reset and go again in Australia 🇦🇺 #indonesiangp #motogp #lombok https://t.co/ZxtubhQYyp;2025-10-05 09.53.28
Review MotoGP Indonesia 2025. Sampai jumpa tahun depan. #MotoGP #motogpindonesia #mandalika https://t.co/DkLtDaS2Vc;2025-10-05 09.52.15
Lemes beud ada apa mandalika dengan marquez??? Lap 1 aja blm kelar dah langsung celaka;2025-10-05 09.52.02
Mandiri Looping for Life Edukasi 1.000 Siswa Mandalika dan Perkuat UMKM di MotoGP 2025 https://t.co/1xROx17Q4U lewat @Keuangan News https://t.co/uSt6njktSn;2025-10-05 09.51.35
Mandalika panas jadi lemes si Adek.;2025-10-05 09.51.33
Helikopter Bell 407 Tampilkan Sudut POV Spektakuler dari Udara di MotoGP Mandalika 2025 https://t.co/789A70cKCx;2025-10-05 09.51.26
Pecco fell when he was in last place. I apologize to the team. I was pushing even if I was slow. I'm very disappointed. I didn't have the sensations like in Motegi. https://t.co/Fhl1ov3RCg #motogp #peccobagnaia #ducati #Mandalika #indonesia;2025-10-05 09.50.08
Rookie asal Spanyol Fermin Aldeguer tampil luar biasa dengan menjuarai MotoGP Indonesia 2025 di Sirkuit Mandalika Lombok Nusa Tenggara Barat Minggu (5/10). https://t.co/LWpVwNHIsg;2025-10-05 09.50.00
Marc Marquez mengalami cedera bahu kanan akibat kecelakaan pada lap pertama balapan utama MotoGP di Mandalika. Ini musim keempat Marquez gagal finis di Mandalika. #Olahraga #AdadiKompas https://t.co/UYJjDpULIV;2025-10-05 09.49.29
Mandalika Ga pernah bagus buat dia.;2025-10-05 09.48.48
Sukses Besar MotoGP Mandalika 2025: Hotel Penuh Sesak 44 Penerbangan Tambahan Mendarat di Lombok https://t.co/vW3gV2DJXu;2025-10-05 09.48.25
MotoGP Mandalika 2025 Jadi yang Tersukses Sekda Lombok Tengah Sebut Dampaknya Positif bagi Investasi https://t.co/vBRrTxgS54;2025-10-05 09.47.18
Pebalap Gresini Racing Fermin Aldeguer tampil luar biasa dengan meraih kemenangan dominan pada MotoGP Indonesia 2025 di Sirkuit Pertamina Mandalika Minggu (5/10). Kemenangan ini melengkapi akhir pekan sempurna bagi Gresini setelah mengamankan posisi 1 2 di lintasan sekaligus https://t.co/w0DYNmkQwL;2025-10-05 09.46.36
Fermin Aldeguer rajai MotoGP Mandalika 2025️ Pembalap Gresini Racing Fermin Aldeguer menjadi pembalap termuda kedua sepanjang sejarah yang memenangi seri grand prix kelas MotoGP. Fermin Aldeguer yang kini berusia 20 tahun 183 hari menjadi pembalap kedua termuda setelah https://t.co/MTTPpafzSu;2025-10-05 09.44.42
SEJARAH PIALA DUNIA | DAFTAR JUARA PIALA DUNIA | WORLD CUP HISTORY Malmingan bjorka MotoGP mandalika hari minggu https://t.co/N8KCydrZxR lewat @YouTube;2025-10-05 09.44.15
Alex Marquez menyambut podiumnya di MotoGP 2025 dengan perasaan senang apalagi rekan setimnya di Gresini Racing menjadi pemenang. Di sisi lain Marc Marquez lagi-lagi bernasib apes di Mandalika. https://t.co/czOQI0r5Tk;2025-10-05 09.42.14
Marc Marquez bisa memaklumi insiden dengan Marco Bezzecchi yang membuat keduanya gagal finish di MotoGP Indonesia 2025. Si Alien mengakui bahwa Sirkuit Mandalika cukup sulit. 9️⃣3️⃣ https://t.co/IdNzNYJb22;2025-10-05 09.41.28
Duo Ducati Lenovo Marc Marquez dan Francesco Bagnaia gagal finis MotoGP Mandalika. Namun posisinya masih aman di Klasemen MotoGP 2025. #mcinewsid #marcmarquez #motogp #motogp2025 #klasemenmotogp #motogpmandalika https://t.co/e45E63LC23;2025-10-05 09.41.27
Klasemen MotoGP Usai Balapan di Mandalika: Alex Marquez Jauhi Bagnaia https://t.co/FzXEA95IlB;2025-10-05 09.41.24
congrats adeekkk sayangg congrats on your MotoGP win in Mandalika and becoming the second youngest winner yuhuuu i loved it sooo much good job for today adekkk!!;2025-10-05 09.40.38
Alex Marquez menyambut podiumnya di MotoGP 2025 dengan perasaan senang apalagi rekan setimnya di Gresini Racing menjadi pemenang. Di sisi lain Marc Marquez lagi-lagi bernasib apes di Mandalika. https://t.co/RwscqfhxtI;2025-10-05 09.40.33
Mandalika masih menjadi momok menakutkan bagi @marcmarquez93;2025-10-05 09.39.39
tuhkan baby alien gua cidera lagi Mandalika kenapa sih ya ? Get well soon boy;2025-10-05 09.38.44
Marc Marquez bisa memaklumi insiden dengan Marco Bezzecchi yang membuat keduanya gagal finish di MotoGP Indonesia 2025. Si Alien mengakui bahwa Sirkuit Mandalika cukup sulit. 9️⃣3️⃣ https://t.co/4sCXL47SnP;2025-10-05 09.34.53
Pecco Bagnaia: Ducati has no answers to Mandalika misery ️ #MotoGP #IndonesianGP https://t.co/EetjFpCsEI;2025-10-05 09.34.19
More drama from Mandalika. Manu Gonzalez didiskualifikasi dari balapan Moto2 Indonesia karena menggunakan perangkat lunak non-homologasi https://t.co/698AS4fCWh;2025-10-05 09.31.21
Looo gue baca ada yg bilang sepi ya?? Itu kira yg komen beneran hadir di mandalika atau cuman nonton dari TV doang soalnya view nya beda bgt kalau nonton secara langsung dan tdk jadi please stop bacottt gk penting okey negara ngelaksanain event internasional begini bukannya;2025-10-05 09.29.58
2025 MotoGP Championship Standings After Round 18 Mandalika Indonesia: https://t.co/EHPxODqMJB;2025-10-05 09.29.11
2025 Mandalika MotoGP Race Result: What A Difference Seven Days Make: https://t.co/UX9OQkRbj2;2025-10-05 09.29.11
Suka ngga ketebak siapa yang menang di sirquit mandalika;2025-10-05 09.28.21
Dari tadi pulau lombok mendung - terang - mendung terang gak hujan-hujan. MotoGP rampung langsung hujan. #IndonesianGP #MotoGP;2025-10-05 09.28.03
Marc Marquez Sedih Sial Lagi di MotoGP Mandalika Diduga Patah Tulang Bahu dan Alami Kerusakan Ligamen https://t.co/DDM6DwrTdK;2025-10-05 09.27.09
Fermín Aldeguer berhasil unggul jauh atas pesaing terdekatnya Pedro Acosta pada ajang MotoGP Indonesia di Sirkuit Mandalika Minggu (5/10/2025). Pembalap muda asal Spanyol itu berhasil finis pertama setelah sejak lap ketujuh memimpin balapan menyalip Acosta dan mempertahankan https://t.co/H1OO5hLsvB;2025-10-05 09.25.51
Njerr masih kena jinx mandalika;2025-10-05 09.25.43
Fermin Aldeguer Menang MotoGP Mandalika 2025 Bezzecchi dan Marc Marquez Tabrakan Hebat https://t.co/UaLufDJlbF;2025-10-05 09.25.31
@4uditors @MotoGP itu bukan masukan atau kritikan itu kegoblokan om. tiket terjual habis tapi yg di beritakan tiket mandalika cuman 30% terjual kemakan hoax barisan sakit hati. smpe pada ga terima banget kalo pembangunan di luar jawa;2025-10-05 09.24.49
 Kutukan Berlanjut Marc Marquez Gagal Finis Lagi di MotoGP Mandalika 2025 #uzoneID https://t.co/tS9UATvXI0;2025-10-05 09.23.55
@Aldeguer54 @37_pedroacosta Padahal saat itu Acosta nekat menggunakan dua ban medium disaat para lawannya menggunakan kombinasi soft dan medium. Namun itu terbukti berhasil disaat suhu Mandalika yang cukup panas. #MotoGP #IndonesianGP 🇮🇩 https://t.c;2025-10-05 09.23.42
mandalika sepi bet;2025-10-05 09.21.04
@MotoGP Marc Marques sampai saat ini belum bisa menaklukan mandalika . Di seri Racenya. Marc harus banyak datang ke indonesia utk belajar menaklukan manaklukan mandalika.;2025-10-05 09.17.38
Belom sempet nonton motogp k lombok and it went like.. Proof that Allah s plan is better than mine;2025-10-05 09.17.25
Salip Marquez Fermin Aldeguer Juara MotoGP Mandalika 2025 https://t.co/ogCQuKbBoR;2025-10-05 09.17.25
Mandalika kurang bersahabat dengan Marc.;2025-10-05 09.16.56
Fermin Aldequer rookie MotoGP akhirnya bisa menikmati kemenangan pertamanya di Sirkuit Mandalika Minggu (5/10/2025). #mcinewsid #motogpmandalika #ferminaldequer https://t.co/rLKLZoCjcQ;2025-10-05 09.16.11
Gue penonton F1 dari tahun 1999 selalu F1 gue hari ini nonton MotoGP karena balapan di Mandalika. Gue mau coba masuk ke dunia MotoGP gua bisa mulai darimana? Pebalap? Tim? Mohon bantuannya para pecinta MotoGP ;2025-10-05 09.14.41
140 Ribu Orang Tercatat Nonton MotoGP Mandalika Erick Thohir: Pecah Telur! https://t.co/6kDxvsrxRD;2025-10-05 09.14.33
Pecco Bagnaia: Ducati has no answers to Mandalika MotoGP misery: https://t.co/IzYnWMMDtT;2025-10-05 09.14.11
Prabowo Subianto beri arahan langsung Menpora dan Erick Thohir pastikan MotoGP 2025 berjalan lancar. #berita #olahraga #motogp #mandalika https://t.co/iHS3mklWcv;2025-10-05 09.14.06
MotoGP Mandalika Dongkrak Pertumbuhan Ekonomi Daerah https://t.co/YDcUmNpr6O;2025-10-05 09.12.55
Keknya biar dpt ijin aku hrus beliin mamak ku tikt nntn motogp di mandalika ;2025-10-05 09.12.34
Fermin Aldeguer Juara MotoGP Mandalika 2025 Diklaim Jadi yang Terbaik https://t.co/qPKy6PE5Wm;2025-10-05 09.12.22
Menpora bersama Erick Thohir dan Presiden Prabowo Subianto siap sukseskan gelaran MotoGP 2025. #berita #olahraga #motogp #mandalika https://t.co/7qPtz77Wd8;2025-10-05 09.11.47
Fermin Aldeguer Juarai MotoGP Indonesia 2025 di Mandalika https://t.co/9pc9GnIkGU;2025-10-05 09.11.22
Beda Nasib Duo Gresini dan Duo Ducati di MotoGP Mandalika 2025 https://t.co/pY9gOXDd9v;2025-10-05 09.11.21
Alex Márquez The gravel is a shit nothing gets done until something happens Mandalika Indonesia For Marc Márquez the Indonesian Grand Prix has once again lived up to its reputation as his personal nightmare. Just one week after sealing his 2025 https://t.co/RfFIGJmzvg https://t.co/6lXqgKC82B;2025-10-05 08.58.03
World Champion Marc Márquez Faces Devastating Injury After Violent Crash Must-Read Update! World Champion Marc Márquez Faces Unsettling Injury After Violent Crash at Mandalika In a shocking turn of events at the Mandalika racetrack reigning MotoGP ch https://t.co/04vCtHUDL2 https://t.co/DCiWsYmwRQ;2025-10-05 08.57.59
MotoGP Mandalika 2025: Marc Marquez Terjatuh Kemungkinan Alami Patah Tulang https://t.co/t7i3rulNFa https://t.co/wES2Yqos90;2025-10-05 08.57.53
Kutukan masih berlanjut di mandalika ;2025-10-05 08.56.44
Kata Fermin Aldeguer Usai Menang dan Ukir Rekor di MotoGP Mandalika 2025 https://t.co/7lsuw68CI1 https://t.co/XFh3BBPZ4h;2025-10-05 08.56.10
Nasib sial Marc Marquez di Sirkuit Mandalika kembali berlanjut. Setelah empat tahun berturut-turut gagal finis di balapan utama juara dunia MotoGP 20... https://t.co/QbbtI7ik5G;2025-10-05 08.55.33
Ucapan @marcmarquez93 benar adanya.... Fix Marquez benci Mandalika... ;2025-10-05 08.54.17
Ditabrak Marco Bezzecchi Marc Marquez Cedera Tulang Selangka Usai MotoGP Mandalika 2025 https://t.co/5Xvq3zJc47;2025-10-05 08.53.56
@AntonMariesie @erickthohir @erickthohir MotoGP jgn hanya Mandalika aja pak meskipun Indonesia cukup banyak penggemar dunia otomotif selain Sepakbola. Bisnis sports inilah banyak manfaatnya jika ditambah dari motivasi anak bangsa ingin menjadi pembalap hi;2025-10-05 08.53.24
Marquez ini sial mulu anying kalo main di mandalika wkwk;2025-10-05 08.53.01
Duo Gresini Fermin Aldeguer dan Alex Marquez naik podium di MotoGP Mandalika 2025. Sementara tim pabrikan Ducati Marc Marquez dan Francesco Bagnaia crash! https://t.co/k23cizjjJn;2025-10-05 08.53.00
Waduuuuh .... #Mandalika masih jadi musuh #MM93 yang susah untuk di taklukan sampai saat ini;2025-10-05 08.52.49
@MotoGP kenapa marq baru start langsung jatuh sh bener ud kena kutukan sirkuit mandalika kyknya ;2025-10-05 08.52.37
Kutukan Mandalika berlanjut Marc Marquez masih belum pernah menyelesaikan balapan penuh di #GPIndonesia sejak diperkenalkan ke kalender #MotoGP pada tahun 2022 *DNS = Did Not Start *DNF = Did Not Finish https://t.co/ffZRpibHJP;2025-10-05 08.52.29
mandalika bener-bener;2025-10-05 08.52.07
