caption;created_at;event_sentiment;circuit_sentiment
congrats adeekkk sayangg congrats on your MotoGP win in Mandalika and becoming the second youngest winner yuhuuu i loved it sooo much good job for today adekkk!!;2025-10-05 09.40.38;positive;neutral
"@motogp  Our favourite day of the week is here! 🙌

#MalaysianGP 🇲🇾";2025-10-26 10.41.57;positive;neutral
Sayang sekali tidak bisa masuk ke lapangan sirkuitnya karena kesana pas hari biasa..juga dalam renovasi ..katanya sih akan ada sirkuit di bulan november ini..semoga bisa kesini lagi menyaksikan pertandingan disana..tempatnya juga indah dan sangat luas. Banyak dekat situ pantai2 yang sangat indah ..;2023-11-09 08.51.31;negative;positive
"Seri ke-18 MotoGP 2025 yang digelar di Sirkuit Mandalika, Lombok, NTB, Minggu (5/10), berakhir dengan kejutan besar. Pebalap muda Gresini Racing, Fermin Aldeguer, tampil luar biasa dan keluar sebagai juara setelah mendominasi balapan sepanjang 27 putaran. Ia mengungguli Pedro Acosta dan Alex Marquez yang melengkapi podium.

 https://infonanggroe.com/ing-29855/fermin-aldeguer-raih-kemenangan-perdana-di-motogp-mandalika-2025/";2025-10-05 15.01.51;positive;neutral
"MotoGP Phillip Island🏍️
完成一項人生清單✅";2025-10-18 12.50.25;neutral;neutral
mandalika tikungan 10 nya ada dukun apaa yaa? banyaak yg jatohh marquez pun jatoh di tikungan 10 ;2025-10-03 10.37.22;negative;negative
@MotoGP @marcmarquez93 Marquez 0 vs 4 Mandalika get well soon Champ's;2025-10-05 14.50.46;neutral;neutral
Seneng bisa nonton wsbk tanggal 19-21.mantap;2022-11-09 08.51.31;positive;neutral
"JUARA Sprint Race 
Pertamina Grand Prix of Indonesia 2025

Podium: 
1. Marco Bezzecchi  @marcobez72  (Aprilia)
2. Fermín Aldeguer  @ferminaldeguer_54  (Gresini Ducati) 
3. Raúl Fernández  @raulfernandez_25  (Trackhouse Aprilia)

 @pertamina  @pertaminatroopers  @pej_pertamina 
 @kilangpertaminainternasional   @pertaminapatraniaga 
 @pertamina_ru3 

#motogp #pertaminamotogp #energytomovefaster
#perwirajournalismgoestomandalika  #pjgtm2025 
#perliansyah #pertamina #mandalika 
#indonesia 
#energy";2025-10-04 16.57.36;positive;neutral
Marc Marquez Juara Dunia MOTOGP 2025 Sudah sampai di LOMBOK Nusa Tenggarq Barat akan Balapan di MANDALIKA INTERNASIONAL SIRKUIT Mulai Jum'at s/d Minggu 03-05 OKTOBER 2025.;2025-09-30 09.40.28;positive;neutral
"Weekend therapy: MotoGP Sepang 🏁  @boldriders  

Taken by yyoeelll 

 #LABOLD #LiveBold #BRGoesToSepang #BoldRiders";2025-10-29 08.08.48;positive;neutral
Gara-Gara MotoGP Mandalika, Pengikut IG Fermin Aldeguer Melonjak  https://www.idntimes.com/sport/arena/gara-gara-motogp-mandalika-pengikut-ig-fermin-aldeguer-melonjak-00-f411s-m2n112?utm_source=threads&utm_medium=threads&utm_campaign=dlvr.it;2025-10-03 08.02.13;neutral;neutral
kok bisa serba lebih mahal dari Sepang Malaysia.;2024-11-08 08.51.31;negative;neutral
Sangt2 berkesan awalnta cuma mimpi ada sirkuit d Lombok tau2 mimpi jadi nyata😀😀😀😀;2023-11-09 08.51.31;positive;positive
"Marc Marquez jatuh dengan keras usai ban belakang Ducati Desmo GPnya ditubruk Roda Depan Aprilia RS-GP Marco Bezzechi di MotoGP Mandalika 2025 Indonesia, Marc Marquez dikabarkan mengalami cedera bahu kanan usai kecelakaan ini.
Fermin Aldeguer Memenangkan Balap MotoGP Indonesia 2025 Mandalika, Jagoan pemirsa Finish Posisi Berapa? 
#pertamax7 #mandalikagp #indonesiagp #motogp2025 #motogp #motogpindonesia #marcmarquez #ducati #desmogp";2025-10-05 14.55.10;neutral;neutral
1 or 2x sial. 4x crash? sosok besar di mandalika ga suka marq ;2025-10-05 07.09.34;negative;negative
Euforia Warga NTB Sambut Parade Riders MotoGP Mandalika 2025 [ Kamis Buzz #Astakom #GenZTakeAway ] https://t.co/NgMr5GPbGJ;2025-10-02 06.23.13;positive;neutral
Get ready to Feel the Thrill of MotoGP 2025 at Pertamina Mandalika International Circuit on 3-5 Oct 2025! 💪🏼🇮🇩🏁;2025-09-30 21.37.47;positive;neutral
"Welcome to Lombok. 
Mandalika Circuit. 
Good luck. Marc Márquez 

#foto #motogp";2025-09-30 10.11.50;neutral;neutral
"MotoGP Indonesia 2025 di Sirkuit Internasional Mandalika, Lombok Tengah, NTB, telah berlangsung pada 3-5 Oktober 2025. Fermin Aldeguer memenangi seri balapan seri ke-18 MotoGP ini setelah finis pertama, sementara posisi kedua diraih oleh pembalap Red Bull KTM Factory Racing Pedro Acosta dan posisi ketiga diraih pembalap BK8 Gresini Racing MotoGP Alex Marquez.

Berikut rekaman di balik liputan dan hasil liputan dari pewarta kami  @amaqlaiqa  Ahmad Subaidi.";2025-10-07 19.39.40;neutral;neutral
Ada yang tidak sabar nonton motoGp Mandalika, lombok NTB nonton dapet liburan dapet. weekand.;2024-09-28 05.34.55;positive;neutral
Alhamdulillah Allah SWT 🤲 sy di mudahkan dr penukaran tiket tidak antri, berangkat di shuttle Bus tdk terlalu antri karena berangkat pagi & pulang'y setelah konser Slank jadi tdk terlalu antri jg, walaupun Bus sdh tidak ada tp dapat bantuan dr Pa Polisi utk naik mobil pick up dr warga sekitar. Terima kasih Pa Polisi yg menjaga & membantu Event Internasional MotoGP Mandalika 🙏👍;2022-11-09 08.51.31;positive;neutral
"Valentino Rossi Hadir di Jakarta! Nostalgia Sentul & Livery VR46 MotoGP Mandalika 2025
#motogp #mandalika #valentinorossi #vr46 #indonesia";2025-10-02 20.18.53;positive;neutral
Hari Pertama MotoGP sirkuit Mandalika 2025 Sepi pengunjung.;2025-10-06 18.00.24;negative;neutral
Dimulai Hari Ini Berikut Jadwal Lengkap MotoGP Mandalika 2025 https://t.co/93ZeZuXX3u;2025-10-03 02.00.11;neutral;neutral
Karena gue hari Jumat-Minggu tidak di Mandalika, kata netizen2 ini gue gak nasionalis. Krn malah ke F1 di Singapore. Padahal Rabu & Kamis gue di Mandalika. Pas tau gue di sana, komen pada dihapus 😜;2025-10-06 15.07.24;neutral;neutral
Euforia MotoGP Mandalika terasa sampai ke bazar UMKM. #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/sCg4fwn8mb;2025-10-06 11.58.48;positive;neutral
Sepertinya GP Mandalika cuma akan jadi sidestory dari MotoGP aja. Sayang banget ya.;2025-10-06 21.04.58;negative;neutral
Tempat bagus dan indah,, icon NTB;2024-11-08 08.51.31;neutral;neutral
tuhkan baby alien gua cidera lagi Mandalika kenapa sih ya ? Get well soon boy;2025-10-05 09.38.44;neutral;neutral
Bandara Internasional Zainuddin Abdul Madjid mencatat lonjakan signifikan dalam aktivitas penerbangan selama ajang¬†MotoGP Pertamina Grand Prix of Indonesia 2025¬†yang berlangsung pada¬†3 5 Oktober 2025¬†di¬†Sirkuit Mandalika Lombok Tengah NTB https://t.co/l2yul3Ilii @AidilAKBAR;2025-10-06 03.29.09;neutral;neutral
MotoGP 2025 #qualifying #mandalika;2025-10-04 19.01.02;neutral;neutral
MotoGP Mandalika 2025 siap hadirkan sensasi balap kelas dunia. #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/bCA1Snv40L;2025-10-06 12.59.28;positive;neutral
Fermin Aldeguer jadi pemenang termuda kedua dalam sejarah MotoGP tepat di belakang Marc Marquez usai finish pertama di Sirkuit Mandalika. Next rebut posisi si Alien! https://t.co/XWxKhVGw8S;2025-10-06 02.20.16;positive;neutral
"Ticket Box MotoGP Mandalika 2025

🏁 Get Your Ticket Box Now!
Mandalika isn’t just a race — it’s a battlefield of speed, courage, and glory.
Bring your adrenaline. Bring your winning spirit.
This October, the Island of the Gods becomes the camp of champions.

🔥 Tickets selling fast.
📍 Mandalika International Circuit, Lombok
🗓️ October 2025

👉 Booking Now — and claim your place in the winner’s camp.

#MandalikaGP2025 #IslandOfSpeed #AdrenalineCamp";2025-09-21 23.45.04;positive;neutral
mandalika sepi bet;2025-10-05 09.21.04;negative;neutral
"🏁🏍️🏍️🛵 Mandalika core 🇮🇩 

#meme 
#demotivasi 
#mimin 
#mandalika 
#lombok
#motogp 
#receh 
#random 
#wargaplus62";2025-10-07 20.59.53;neutral;neutral
MotoGP Mandalika 2025 digelar pada 3-5 Oktober 2025. Berikut jadwalnya. https://t.co/gNAyrCMOzJ;2025-10-03 07.41.09;neutral;neutral
"‘Kutukan’ Berlanjut, Marc Marquez Crash di MotoGP Mandalika 2025.

#jktnewss #marcmarquez93 #motogpmandalika";2025-10-05 15.28.17;negative;neutral
"GEMMA POSTING MARC 🥹

I LOVE THEM SO MUCH ♥️";2025-10-14 01.06.29;neutral;neutral
"Federal Oil Apresiasi Podium Ganda Pebalap Gresini di MotoGP Mandalika 2025

 Jurnalbikers.com  - Federal Oil, kembali menunjukkan kebanggaannya atas performa luar biasa para pembalap Tim Gresini Racing, Fermin Aldeguer dan Alex Marquez, pada ajang MotoGP Mandalika 2025 yang berlangsung di Sirkuit Pertamina Mandalika, Lombok, 3–5 Oktober 2025. Fermin Aldeguer tampil gemilang dengan meraih…

 https://jurnalbikers.com/federal-oil-apresiasi-podium-ganda-pebalap-gresini-di-motogp-mandalika-2025/";2025-10-06 15.07.42;positive;neutral
"Wheelie Wednesday alert! 🚨

This week's wheelie is brought to you by new MotoGP winner  @raulfernandez_25  🫶";2025-10-22 12.59.58;neutral;neutral
Yang bilang mandalika bagus noh tonton dah motogp hari ini berapa banyak yg ngeluh sama gravel nya mandalika sampe race se chaos ini artinya emg ada yg aneh jir ini race paling aneh se musim jgn denial;2025-10-05 10.57.23;negative;negative
"Sirkuitnya dmn...
Mandalikanya dmn...
NGACO";2025-04-12 08.51.31;neutral;negative
"MotoGP 2025 sees another thriller as Fabio Quartararo  wins pole at Jerez circuit with a  record-breaking lap dethroning Marc Marquez to earn his first pole since Mandalika 2022 — a  vital boost for both Yamaha and ‘El Diablo’

Visit  https://revnrumble.com  for more MotoGP News

[MotoGP, MotoGP 2025, Jerez, Spanish Grand Prix, Spanish GP, Qualifying, Yamaha, Monster Energy Yamaha, Fabio Quartararo, El Diablo, 21]";2025-04-27 05.37.56;positive;neutral
Di tengah sorotan tajam seusai insiden yang menimpa Marc Marquez di MotoGP Indonesia 2025 suara pembelaan datang dari kubu Aprilia. #IndonesianGP2025 #Mandalika #Aprilia https://t.co/xLf16r4Nt2;2025-10-06 23.16.45;neutral;neutral
"Pit Wall Experience 🔥🔥

Indonesia GP Series 2025 🇲🇨
#motogp #mandalika #umbrellagirls #bobbysaputra";2025-10-05 01.13.27;positive;neutral
Semoga terus berkembang💪🏻💪🏻💪🏻;2024-11-08 08.51.31;positive;neutral
"Late post kenangan motogp Mandalika 2025
#motogp #mandalika";2025-10-06 21.02.24;neutral;neutral
2025 MotoGP Top Yamaha Rider After Round 18 - Mandalika Fabio Quartararo - 158pts Jack Miller - 60pts Alex Rins - 51pts Miguel Oliveira - 32pts Augusto Fernandez - 8pts;2025-10-05 11.02.28;neutral;neutral
"Fermin Aldeguer Akhirnya Mendapatkan Kemenangan Perdananya Di MotoGP Selain Itu Dia Juga Menjadi Juara MotoGP Termuda Ke 2  Di Bawah  @marcmarquez93  
Dan Itu Terjadi Di Mandalika Indonesia #ferminaldeguer #motogp #motogpmandalika #fyp #viral  #reels";2025-10-05 19.50.31;positive;neutral
Third place and 16 valuable points for Barry Baltus;2025-10-26 16.23.42;neutral;neutral
2025 Mandalika MotoGP Sprint Result: Unnecessarily Hard Work For A Predictable Result: https://t.co/TGdfI40YSp;2025-10-04 08.34.23;negative;neutral
#IndonesianGP -Links race motogp‚¨áÔ∏è https://t.co/8tu4K83iz6 Join the Telegram channel ‚¨áÔ∏è https://t.co/suxtmA2U1o;2025-10-05 06.53.25;neutral;neutral
MotoGP Bagnaia, Bezzecchi e la VR46 si allenano a Mandalika;2025-01-28 23.27.40;neutral;neutral
"Siap untuk Parade MotoGP Mandalika 2025?

#sirkuitmandalika #mandalika #motogpmandalika2025 #mandalikagp2025 #motogplombok";2025-10-01 14.39.56;neutral;neutral
Keren;2024-11-08 08.51.31;neutral;neutral
"Drama di Mandalika! 😱
Marco Bezzecchi tampil luar biasa dan menyalip Fermin Aldeguer di tikungan terakhir untuk merebut kemenangan di Sprint Race MotoGP Mandalika 2025! 🔥
Balapan yang penuh tensi tinggi dan aksi gila sampai detik terakhir!

Selengkapnya di  https://www.strategibola.com/motogp/motogp-mandalika-bezzecchi-juara-sprint-race-aldeguer-gagal-di-detik-terakhir/ 

#MotoGPMandalika #Bezzecchi #Aldeguer #MotoGPIndonesia #SprintRace #SirkuitMandalika #MotoGP2025 #BalapMandalika #StrategiBola";2025-10-04 15.14.58;positive;neutral
"""Saya cinta dengan para fans di sini. Tapi dengan Sirkuit kami punya pertarungan yang sengit. Saya selalu mencoba untuk menaklukkan Sirkuit ini. Karena saya tidak pernah finis di final race Mandalika. Mulai dari cedera, crash, sampai masalah mesin,"" ungkap Marc Marquez saat Meet and Great di Jakarta.

Dan kali ini, apakah  @marcmarquez93  bisa menaklukkan Sirkuit Mandalika? 

Salam Satu Aspalll..  @marcmarquez93 ..😁🙌

#harianNTB #lombok #sumbawa #mandalika #motogp";2025-10-03 07.47.49;neutral;negative
@MotoGP Welcome to Lombok!;2025-10-03 06.10.20;neutral;neutral
Rider MotoGP pacu kecepatan 340-350 km/jam di trek lurus saat Sprint Race di Pertamina Mandalika Internasional Sirkuit. #motogp #motogp2025 #mandalikacircuit;2025-10-09 17.03.37;neutral;neutral
@motogp  #motogpsepang;2025-10-28 01.53.52;neutral;neutral
Panas Membakar Kulit;2024-11-08 08.51.31;neutral;neutral
Jaga Kelestarian Alam2nya Sama2 yukk bisa  yukk 🇲🇨🇲🇨⛱️🌴;2022-11-09 08.51.31;neutral;neutral
@MotoGP @ducaticorse Ducati keok di Mandalika;2025-10-03 08.42.48;neutral;neutral
"Persiapan Mengelar motogp, Ayo kebut terus pembangunan mandalika international circuit

Saya akan lihat Fabio quartaro juara di sirkuit Mandalika";2022-11-09 08.51.31;positive;positive
Top 10 Mandalika Beaches to Explore After MotoGP Indonesia https://t.co/psB6eRTMG2 #TempoEnglish;2025-10-06 08.51.08;neutral;neutral
"2 tahun lalu kejadian. Saya jadi salah satu orang di state saya yg melihat 🛸 langsung dari mata saya sendiri. Tadinya suami saya ga percaya, tapi pas masuk berita news local disni suami jadi percaya, sampe dia tanya  detailnya seperti apa 😆😆🥱🥱
Kemarin2 juga dikasih penampakan lagi kaya udah ngeliat 🌈 aja jadinya 😆😆😅
BTW I am believer soal ginian yah ✌🏼🤟🏽🪬";2025-08-19 10.37.23;neutral;neutral
Foto ini memang udah di edit. Tapi emang bunmay yg ngibarin chequered flag di motogp mandalika tahun lalu, tp lupa yg race kelas apa;2025-06-28 10.44.55;neutral;neutral
Mantap... moga tahun depan bisa nton lagi;2024-11-08 08.51.31;positive;neutral
FP1 Moto2 di Sirkuit Mandalika diwarnai Redflag. Dari siaran live TV luar negeri  suasana tribune penonton MotoGP di Sirkuit Mandalika kok tampak sepi penonton?;2025-10-03 09.50.55;negative;neutral
"Pertunjukan budaya yang menampilkan kekayaan NTB dan Indonesia, meriahkan pembukaan race utama  MotoGP Mandalika 2025, Minggu 5 Oktober 2025. Pertunjukan budaya ini melibatkan ratusan penampil lokal membawakan tarian, musik tradisional, dan unsur budaya dari berbagai daerah di Tanah Air. 

#baliprawara #infobaliprawara #pertaminamandalikainternationalstreetcircuit #motogp2025";2025-10-05 17.08.32;positive;neutral
Well this is a dramatic turn of events. I sure hope there’s no decade-long repercussions from it! 🫣;2025-10-20 12.47.41;neutral;neutral
Apakah Ajang MotoGP di Mandalika selalu Rugi? #motorsport #motogp #mandalika #motogpindonesia;2025-07-25 18.37.56;negative;neutral
"PECCO dan BEZZECCHI sudah siap ikuti Parade MotoGP ei Kota Mataram.

#sirkuitmandalika #mandalika #motogpmandalika2025 #mandalikagp2025 #motogplombok";2025-10-01 14.18.56;neutral;neutral
Kelar nyuci rebahan sambil nonton motogp Mandalika;2024-09-29 15.02.37;neutral;neutral
Keren sekali.. luas dan berkelas;2025-08-10 08.51.31;neutral;positive
"fakta unik sisi lain gelaran MotoGP Mandalika 
2025 
..";2025-10-05 10.30.22;neutral;neutral
"The next round of #MotoGP goes underway in Malaysia 🇲🇾 — looking forward to going back to Sepang after the test of pre-season!

#Honda #MotoGP #RC213V";2025-10-23 08.00.05;positive;neutral
Pembalap Ducati Lenovo Marc Marquez meminta maaf terkait manuvernya ke pembalap Yamaha Alex Rins pada sprint race MotoGP Indonesia yang berlangsung di Sirkuit Mandalika Lombok Tengah Nusa Tenggara Barat Sabtu.https://t.co/yVX38zhc0e;2025-10-04 14.16.06;neutral;neutral
Most beautiful circuit around the world. Bangga Indonesia;2022-11-09 08.51.31;neutral;positive
"Serba serbi MOTOGP Indonesia 2025

Congratulation  @ferminaldeguer_54 

Get Well Soon  @marcmarquez93 ,
Stay strong  @marcobez72  and heads up  @pecco63  🔥🔥🔥🔥

#motogp #motogpindonesia #mandalika #lombok #pesonaindonesia";2025-10-06 16.15.45;positive;neutral
"Injourney Parade MotoGP Mandalika 2025.

#sirkuitmandalika #mandalika #motogpmandalika2025 #mandalikagp2025 #motogplombok";2025-10-01 23.43.33;neutral;neutral
M√°rquez Declares: No Podium in Lombok! as He Faces Shocking Setbacks and Uncertain Future M√°rquez s Dismal Weekend: A Champion s Struggle in Indonesia In a shocking twist of fate Marc M√°rquez the newly crowned nine-time MotoGP champion finds himsel https://t.co/OiR3fXeesq https://t.co/b0eLl6140O;2025-10-03 10.46.46;negative;neutral
VIDEO- Marc M√°rquez Suffers Heavy and ugly Crash in Mandalika Practice But Walks Away Unhurt https://t.co/u15EtaMeEw #motorcyclesports;2025-10-03 08.25.14;negative;neutral
Rayyan tak hanya tampil menari di hadapan ribuan penonton tetapi juga berkesempatan bertemu langsung dengan pembalap kenamaan Marc Marquez. https://t.co/NevevJzOu7;2025-10-05 05.26.29;positive;neutral
MotoGP Mandalika 2025 Dongkrak Ekonomi NTB, Okupansi Hotel 100%  https://www.fortuneidn.com/news/motogp-mandalika-2025-dongkrak-ekonomi-ntb-okupansi-hotel-100-00-26sy1-8grsfl;2025-10-06 11.32.37;positive;neutral
"Salut sih Pemerintah gak tinggal diam Program MBG diperkuat dari sisi keamanan makanan &amp; pengawasan bukti nyata kalau keselamatan anak itu nomor satuÔ∏è #LanjutkanMBG Monas Mandalika MotoGP Minggu TNI Pelindung NKRI #love33 McDonald Bjorka #BoF500 #PoloRalphLauren #ŸÉÿßÿ±Ÿäÿ≤ŸÖÿß65 https://t.co/hSuaYwXPNA";2025-10-05 08.30.36;neutral;neutral
Bintang muda Spanyol Ferm√≠n Aldeguer berhasil finis pertama MotoGP Indonesia di Sirkuit Mandalika Nusa Tenggara Barat (NTB) Minggu (5/10/2025). Baca di sini: https://t.co/B4fHciWZfq / #Ferm√≠nAldeguer #MotoGP #Mandalika https://t.co/D1OfIqie0v;2025-10-05 08.19.02;positive;neutral
"Ready to circuit mandalika Indonesia 🇮🇩
RS93 ✌🤣";2025-09-30 22.38.59;positive;neutral
"“Suatu kehormatan bisa berdiri di lintasan bersama sang juara dunia MotoGP 2022 dan 2023.
Mandalika bukan sekadar sirkuit, tapi simbol kebanggaan bangsa. 🇮🇩✨
#MotoGPMandalika #DucatiTeam #ProudMoment”";2025-10-05 13.40.17;positive;positive
Marc Marquez Tiba di Indonesia, MotoGP Mandalika 2025 Bisa Jadi Momen Perayaan  http://dlvr.it/TNMgJY;2025-09-30 05.54.36;positive;neutral
Pedro Acosta is focused on 'becoming a better rider' after missing out on victory in Indonesia. https://t.co/52346tLDcX #MotoGP #IndonesianGP;2025-10-06 11.00.02;neutral;neutral
"Once in a life-time. 
#mandalika #circuit #motogp #lombok #race";2025-08-30 13.57.42;positive;neutral
Wkwk nampaknya marquez emang gak cocok sama mandalika soalnya jatuh mulu dia;2025-10-03 11.52.06;neutral;negative
"MotoGP 2025
Mandalika Lombok 
""Pecah telor"" 140k penonton

#sorotan
#pengikut";2025-10-05 20.21.10;positive;neutral
@MotoGP It seems they have begun to feel comfortable with the ferocity and extreme heat of Mandalika. Stay strong boys! ;2025-10-04 04.49.17;positive;neutral
"📰 BREAKING NEWS! 🗞️ A New Generation Rises 🇯🇵🇮🇩

Veda Pratama and Zen Mitani will represent Honda Team Asia in 2026 Moto3 World Championship 🏍️

Two rising stars, one unstoppable team 🏁🔥

#Moto3 #HTA #MotoGP";2025-10-31 15.06.59;positive;neutral
"Well, Valentino Rossi’s 7 title came in 166 races while Marc took 206. 
Just for laughs😂
Respect to both of them 🫡";2025-10-01 15.09.23;neutral;neutral
Fermin Aldeguer menjadi pemenang dalam balap MotoGP seri Indonesia disusul Pedro Acosta di posisi kedua dan Alex Marquez di posisi ketiga. #Olahraga #AdadiKompas https://t.co/u8Ds9QuBEA;2025-10-05 11.37.34;neutral;neutral
"Dorna Sports Yakin MotoGP Mandalika 2025 Akan Menakjubkan

CEO Dorna Sports Carlos Ezpeleta meyakini bahwa MotoGP Mandalika 2025 akan jadi pagelaran yang menakjubkan.

 https://holopis.com/2025/09/30/dorna-sports-yakin-motogp-mandalika-2025-akan-menakjubkan/?utm_source=threads&utm_medium=jetpack_social";2025-09-30 15.23.51;positive;neutral
"Kirain udah jadi, ternyata masih gitu lah yaaaa 😂😂😂
Semoga cepat rampung..";2021-11-09 08.51.31;negative;neutral
Masih dibangun, view pantainya bagusss, kesini dengan damri kspn ya nantinya;2021-11-09 08.51.31;neutral;negative
Jelang gelaran MotoGP Mandalika 2025 Polri melalui Polda Nusa Tenggara Barat (NTB) beserta instansi terkait menyiapkan strategi rekayasa lalu lintas untuk mengantisipasi lonjakan kendaraan menuju Sirkuit Internasional Pertamina Mandalika. https://t.co/XIdGhptlS9;2025-10-06 05.53.42;neutral;neutral
MalaysianGp 2025#MalaysianGp2025#MotoGP #MotorcycleRacing #RacingLife #MotoGPLovers #TrackDay #SpeedFreaks #TwoWheels #RacingCommunity #MotoGPFans #AdrenalineJunkie;2025-10-31 17.02.55;neutral;neutral
"Ducati dan Michelin mengkonfirmasi bahwa ban belakang motor Pecco mengalami kebocoran, kemungkinan akibat septong serat karbon. Masalah ini sudah terjadi sejak lap ke-13

#MalaysianGP #Ducati #MotoGP";2025-10-26 16.37.56;negative;neutral
Marc Marquez Ampuni Marco Bezzecchi meski Ditabrak hingga Cedera di MotoGP Mandalika 2025 https://t.co/Lei7414YwR;2025-10-05 11.12.01;neutral;neutral
"📢✨ Sukseskan MotoGP Mandalika 2025 ✨🏍️

Pemerintah Provinsi Nusa Tenggara Barat bersama seluruh masyarakat siap menyambut gelaran MotoGP Mandalika 2025 di Pertamina Mandalika International Circuit 🏁🇮🇩

📅 3–5 Oktober 2025
📍 Mandalika, Lombok – Nusa Tenggara Barat 🌊🌴

Mari kita jadikan ajang internasional ini sebagai momentum memperkuat citra NTB sebagai destinasi sport tourism dunia 🌏🔥

#TheMandalikaGP #MotoGP2025 #NTB #SportTourism #makmurmendunia";2025-09-23 07.44.28;positive;neutral
Marc Marquez jatuh dua kali dalam sesi Practice MotoGP Indonesia 2025 di Mandalika sampai-sampai harus melewati Q1 yang perdana untuk musim ini. https://t.co/SZByG9Zz7H;2025-10-03 09.33.18;neutral;neutral
Sirkuit Kebanggaan Indonesia, terkusus Lombok. NTB;2022-11-09 08.51.31;neutral;positive
"Setelah insiden pada hari Jumat, pembalap asal Argentina Valentine Pertone tersebut dinyatakan tidak fit untuk balapan akhir pekan ini usai menjalani pemeriksaan medis lanjutan.

📸 Team Indomotoracing

#Indomotoracing #MotoGP #Moto2 #Moto3 #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-04 20.54.57;neutral;neutral
"🎙️ Bagnaia FURIOSO ai microfoni di DAZN dopo la sprint a Mandalika! ❌

📲Hai PROVATO l’APP di GPKINGDOM❓SCARICALA ORA e UNISCITI a migliaia di UTENTI (4.7/5🌟)‼️

❓Pareri?

#MotoGP #IndonesianGP";2025-10-04 18.48.55;negative;neutral
"✅Day 1|Saturday|25 Oct 2025

🏁 Motogp 2025
PETRONAS Grand Prix of Malaysia
#MalaysianGP
#sepangcircuit 
#MotoGp2025 
#motogpmalaysia2025";2025-10-31 07.10.55;neutral;neutral
Sirkuit terbaik,tapi sayang udh mulai ada parkir ilegal di depan sebelah barat patung pak Jokowi;2022-11-09 08.51.31;neutral;negative
Perhelatan MotoGP di Sirkuit Mandalika tahun ini resmi mencetak sejarah baru! Antusiasme publik Indonesia meledak menjadikan Mandalika salah satu seri balap motor paling sukses di kalender MotoGP. #MotoGPMandalika #MandalikaSoldOut #RekorPenonton #MGPA #MotoGP #NTB https://t.co/c09sdVDlaP;2025-10-06 10.22.44;positive;positive
Kata-kata Fermin Aldeguer Usai Jadi Juara di MotoGP Mandalika 2025 https://t.co/ed7bbCVOR9;2025-10-05 10.11.26;positive;neutral
Kenapa laki-laki merasa bangga bisa datang ke pembukaan motoGP Mandalika 2023? Malam ini aku merasa kaget pernah mengenal 3 laki-laki yg berbohong akan hal itu. Memangnya kalau pergi kesana, akan membuatmu terlihat hebat? Tidak!;2024-01-24 01.43.13;negative;neutral
"Foto kamu ada di sayah, foto sayah ada di foto you 😅 mo nebus nanti dulu. Lagi tinggi. HIHIHI...

Pocari Run Mandalika. MANTAP bukan pace yang di kejar melainkan pose dan post kali ya lebih tepatnya. Haturnuhun  @pocarisportid   bisa nyobain aspal terbaik di salah satunya sirkuit MotoGP. MANDALIKA

#pocarirunlombok2025 #pocarirun2025 #mandalikainternationalcircuit";2025-09-15 15.56.01;positive;positive
@AjiKurusu @MotoGP Begini mbul: tidak semua penduduk Indonesia nganggur seperti kamu tidak semuanya gila MotoGP seperti terhadap bola letak circuit nya pun jauh harus nyebrang laut Mandalika itu circuit baru mungkin tahun kedepannya akan semakin popular h;2025-10-05 19.18.26;neutral;negative
FERMIN THE KING OF MANDALIKA WINS BY 8+ SECONDS The 2nd youngest MotoGP winner of all time;2025-10-05 07.44.50;positive;neutral
Penggemar Marc Marquez asal Australia Max memprediksi pembalap asal Spanyol tersebut masih akan sulit meraih podium juara di MotoGP Mandalika 2025. Menurutnya Marquez hanya akan finis di podium ketiga. #bolacomid #blclpt #motogp #mandalika #marquez https://t.co/EPORCdcS9i;2025-10-04 12.15.11;negative;neutral
"Strategibola – Pebalap rookie Fermin Aldeguer menjuarai MotoGP Mandalika 2025. Marc Marquez gagal finis setelah crash di lap pertama akibat senggolan dengan Marco Bezzecchi.
#strategibola #motogp #mandalika #sirkuitmandalika #mandalikasirkuit #motogpmandalika #pertaminagrandprixofindonesia2025 #ferminaldeguer #gpindonesia";2025-10-05 17.46.30;positive;neutral
semoga suatu saat bisa nonton motogp mandalika aamiin;2025-10-04 08.51.36;neutral;neutral
"Good news! We’re excited to introduce our Meet & Greet lineup at our booth during MotoGP at Sepang International Circuit!

📍 Booth No : B45 / B46 / B47
📆 Date : 24 - 26 October 2025

There will be plenty of exciting games, and don’t miss our helmet bidding session starting from just RM1!

Come find us and join the fun!
#RoadToMotoGP #MalaysiaGP #sepanginternationalcircuit";2025-10-15 17.29.39;positive;neutral
Baru pertama kali ikut nonton event motogp di mandalika ga bisa ngejelasin secara deskriptif dah   Pokonya nano nano rasanya campur aduk🙈😅;2025-11-01 08.51.31;neutral;neutral
